,model-name,cv-accuracy-raw,cv-accuracy-mean,cv-balanced-accuracy-raw,cv-balanced-accuracy-mean,cv-f1-raw,cv-f1-mean,cv-precision-raw,cv-precision-mean,cv-recall-raw,cv-recall-mean,cv-auc-raw,cv-auc-mean
0,dt,[0.89767442 0.91588785 0.91121495 0.90186916 0.92990654],0.9113105846555097,[0.62861181 0.69602273 0.80839646 0.65972222 0.70359848],0.6992703416070251,[0.3125     0.4375     0.53658537 0.36363636 0.48275862],0.4265960700359354,[0.62861181 0.69602273 0.70677249 0.65108988 0.74684271],0.6858679220390226,[0.62861181 0.69602273 0.80839646 0.65972222 0.70359848],0.6992703416070251,[0.62861181 0.69602273 0.80839646 0.65972222 0.70359848],0.699270341607025
1,rf,[0.9255814  0.93457944 0.96728972 0.94392523 0.94392523],0.9430602043034124,[0.64368719 0.61994949 0.80997475 0.68244949 0.65372475],0.6819571341556265,[0.38461538 0.36363636 0.74074074 0.5        0.45454545],0.4887075887075887,[0.72317073 0.80448718 0.93976713 0.85072816 0.89022436],0.8416755109861928,[0.64368719 0.61994949 0.80997475 0.68244949 0.65372475],0.6819571341556265,[0.83558417 0.85811237 0.92440025 0.86900253 0.89867424],0.8771547129587329
2,log-reg,[0.93023256 0.93457944 0.95327103 0.94859813 0.93457944],0.9402521191045425,[0.58872487 0.59122475 0.6875     0.71369949 0.5625    ],0.6287298233592203,[0.28571429 0.3        0.54545455 0.56       0.22222222],0.3826782106782106,[0.76904762 0.84404762 0.97596154 0.86693767 0.96698113],0.8845951156017884,[0.58872487 0.59122475 0.6875     0.71369949 0.5625    ],0.6287298233592203,[0.77386935 0.88825758 0.90719697 0.88510101 0.87121212],0.865127404700269
3,gb,[0.93488372 0.92523364 0.92056075 0.92523364 0.92056075],0.9252945011953922,[0.59123744 0.52872475 0.49747475 0.58617424 0.49747475],0.5402171844068828,[0.3        0.11111111 0.         0.27272727 0.        ],0.13676767676767676,[0.84419431 0.71462264 0.46244131 0.71875    0.46244131],0.6404899166827247,[0.59123744 0.52872475 0.49747475 0.58617424 0.49747475],0.5402171844068828,[0.78030779 0.61300505 0.37200126 0.85874369 0.42676768],0.61016509314248
4,mlp,[0.91627907 0.94859813 0.95794393 0.94859813 0.94392523],0.9430688980656379,[0.63866206 0.68497475 0.74747475 0.65625    0.71117424],0.687707159535049,[0.35714286 0.52173913 0.64       0.47619048 0.53846154],0.5067068004459309,[0.68123974 0.90441684 0.92493225 0.97368421 0.82794118],0.862442842558613,[0.63866206 0.68497475 0.74747475 0.65625    0.71117424],0.687707159535049,[0.69503769 0.86616162 0.95707071 0.87941919 0.88036616],0.8556110730419775
5,svm,[0.93953488 0.92990654 0.95794393 0.93457944 0.93925234],0.940243425342317,[0.59375    0.53125    0.71875    0.61994949 0.59375   ],0.6114898989898989,[0.31578947 0.11764706 0.60869565 0.36363636 0.31578947],0.3443116044004455,[0.96933962 0.96478873 0.97826087 0.80448718 0.96919431],0.9372141433768961,[0.59375    0.53125    0.71875    0.61994949 0.59375   ],0.6114898989898989,[0.79145729 0.87247475 0.91130051 0.84532828 0.87058081],0.8582283259733009
6,xgb,[0.93023256 0.93925234 0.96261682 0.93925234 0.95327103],0.9449250163008042,[0.67493719 0.65119949 0.80744949 0.67992424 0.71622475],0.7059470331455255,[0.44444444 0.43478261 0.71428571 0.48       0.58333333],0.5313692201518289,[0.74821747 0.83057281 0.90181518 0.80894309 0.91565534],0.8410407776788507,[0.67493719 0.65119949 0.80744949 0.67992424 0.71622475],0.7059470331455255,[0.80920226 0.81881313 0.94949495 0.89804293 0.90909091],0.8769288360996903
