,model-name,cv-accuracy-raw,cv-accuracy-mean,cv-balanced-accuracy-raw,cv-balanced-accuracy-mean,cv-f1-raw,cv-f1-mean,cv-precision-raw,cv-precision-mean,cv-recall-raw,cv-recall-mean,cv-auc-raw,cv-auc-mean
0,dt,[0.81468531 0.84615385],0.8304195804195804,[0.65485948 0.66344653],0.6591530054644809,[0.89026915 0.91093117],0.9006001626138926,[0.64128016 0.68611111],0.6636956338961592,[0.65485948 0.66344653],0.6591530054644809,[0.65485948 0.66344653],0.659153005464481
1,rf,[0.88811189 0.86713287],0.8776223776223776,[0.67818111 0.60675254],0.6424668227946916,[0.93700787 0.92607004],0.9315389564631269,[0.81439394 0.75324074],0.78381734006734,[0.67818111 0.60675254],0.6424668227946916,[0.82445355 0.84357923],0.8340163934426229
2,log-reg,[0.87062937 0.85664336],0.8636363636363636,[0.64822404 0.61046058],0.6293423106947698,[0.9270217 0.9194499],0.9232357990103193,[0.75111589 0.7034142 ],0.7272650413952423,[0.64822404 0.61046058],0.6293423106947698,[0.83518735 0.82338017],0.8292837626854019
3,gb,[0.87062937 0.85664336],0.8636363636363636,[0.71721311 0.69916081],0.708186963309914,[0.92494929 0.91649695],0.9207231175355176,[0.74161511 0.71187584],0.7267454762698897,[0.71721311 0.69916081],0.708186963309914,[0.84367681 0.84035909],0.8420179547228728
4,mlp,[0.86363636 0.86013986],0.8618881118881119,[0.53571429 0.52380952],0.5297619047619048,[0.9259962  0.92424242],0.9251193145880052,[0.93109541 0.92957746],0.9303364355745782,[0.53571429 0.52380952],0.5297619047619048,[0.5014637  0.48819282],0.4948282591725215
5,svm,[0.85664336 0.87412587],0.8653846153846154,[0.55132709 0.57142857],0.5613778298204528,[0.92130518 0.93129771],0.9263014461326573,[0.71099077 0.93571429],0.8233525299409776,[0.55132709 0.57142857],0.5613778298204528,[0.85314208 0.78268931],0.8179156908665106
6,xgb,[0.87762238 0.86363636],0.8706293706293706,[0.71145589 0.69340359],0.7024297423887588,[0.92957746 0.92121212],0.9253947930004268,[0.75955204 0.72561184],0.74258194026079,[0.71145589 0.69340359],0.7024297423887588,[0.8310402  0.84919009],0.8401151444184232
