,model-name,cv-accuracy-raw,cv-accuracy-mean,cv-balanced-accuracy-raw,cv-balanced-accuracy-mean,cv-f1-raw,cv-f1-mean,cv-precision-raw,cv-precision-mean,cv-recall-raw,cv-recall-mean,cv-auc-raw,cv-auc-mean
0,dt,[0.93103448 0.93103448 0.93103448 0.93103448 0.92857143],0.9305418719211822,[0.5 0.5 0.5 0.5 0.5],0.5,[0.96428571 0.96428571 0.96428571 0.96428571 0.96296296],0.9640211640211641,[0.46551724 0.46551724 0.46551724 0.46551724 0.46428571],0.4652709359605911,[0.5 0.5 0.5 0.5 0.5],0.5,[0.5        0.5        0.48148148 0.5        0.75      ],0.5462962962962963
1,rf,[0.93103448 0.93103448 0.89655172 0.93103448 0.96428571],0.9307881773399014,[0.5        0.5        0.48148148 0.5        0.75      ],0.5462962962962963,[0.96428571 0.96428571 0.94545455 0.96428571 0.98113208],0.9638887527566773,[0.46551724 0.46551724 0.46428571 0.46551724 0.98148148],0.5684637839810254,[0.5        0.5        0.48148148 0.5        0.75      ],0.5462962962962963,[0.59259259 0.68518519 0.35185185 0.43518519 0.67307692],0.5475783475783477
2,log-reg,[0.93103448 0.93103448 0.93103448 0.93103448 0.92857143],0.9305418719211822,[0.73148148 0.5        0.5        0.5        0.5       ],0.5462962962962963,[0.96296296 0.96428571 0.96428571 0.96428571 0.96296296],0.9637566137566138,[0.73148148 0.46551724 0.46551724 0.46551724 0.46428571],0.5184637839810253,[0.73148148 0.5        0.5        0.5        0.5       ],0.5462962962962963,[0.62037037 0.74074074 0.03703704 0.77777778 0.81730769],0.5986467236467237
3,gb,[0.93103448 0.93103448 0.93103448 0.93103448 0.92857143],0.9305418719211822,[0.5 0.5 0.5 0.5 0.5],0.5,[0.96428571 0.96428571 0.96428571 0.96428571 0.96296296],0.9640211640211641,[0.46551724 0.46551724 0.46551724 0.46551724 0.46428571],0.4652709359605911,[0.5 0.5 0.5 0.5 0.5],0.5,[0.57407407 0.51851852 0.55555556 0.5        0.51923077],0.5334757834757834
4,mlp,[0.96551724 0.93103448 0.79310345 0.86206897 0.85714286],0.8817733990147782,[0.75       0.5        0.42592593 0.46296296 0.46153846],0.5200854700854701,[0.98181818 0.96428571 0.88461538 0.92592593 0.92307692],0.935944425944426,[0.98214286 0.46551724 0.46       0.46296296 0.46153846],0.5664323046047184,[0.75       0.5        0.42592593 0.46296296 0.46153846],0.5200854700854701,[0.63888889 0.99074074 0.58333333 0.40740741 0.18269231],0.5606125356125355
5,svm,[0.93103448 0.93103448 0.93103448 0.93103448 0.92857143],0.9305418719211822,[0.5 0.5 0.5 0.5 0.5],0.5,[0.96428571 0.96428571 0.96428571 0.96428571 0.96296296],0.9640211640211641,[0.46551724 0.46551724 0.46551724 0.46551724 0.46428571],0.4652709359605911,[0.5 0.5 0.5 0.5 0.5],0.5,[0.71296296 0.63888889 0.46296296 0.77777778 0.53846154],0.6262108262108261
6,xgb,[0.93103448 0.93103448 0.93103448 0.93103448 0.96428571],0.9376847290640393,[0.5  0.5  0.5  0.5  0.75],0.55,[0.96428571 0.96428571 0.96428571 0.96428571 0.98113208],0.9676549865229112,[0.46551724 0.46551724 0.46551724 0.46551724 0.98148148],0.5687100893997445,[0.5  0.5  0.5  0.5  0.75],0.55,[0.16666667 0.91666667 0.32407407 0.81481481 0.78846154],0.6021367521367521
