,model-name,cv-accuracy-raw,cv-accuracy-mean,cv-balanced-accuracy-raw,cv-balanced-accuracy-mean,cv-f1-raw,cv-f1-mean,cv-precision-raw,cv-precision-mean,cv-recall-raw,cv-recall-mean,cv-auc-raw,cv-auc-mean
0,dt,[0.78947368 0.72368421 0.72368421 0.72       0.73333333],0.7380350877192983,[0.66320346 0.5        0.5        0.5        0.5       ],0.5326406926406927,[0.86666667 0.83969466 0.83969466 0.8372093  0.84615385],0.8458838256246386,[0.76363636 0.36184211 0.36184211 0.36       0.36666667],0.44279744816586925,[0.66320346 0.5        0.5        0.5        0.5       ],0.5326406926406927,[0.73116883 0.69047619 0.74458874 0.74338624 0.69681818],0.7212876382876383
1,rf,[0.80263158 0.77631579 0.75       0.8        0.8       ],0.7857894736842106,[0.68701299 0.60995671 0.62121212 0.7010582  0.67272727],0.6583934583934583,[0.87394958 0.864      0.84033613 0.86956522 0.87394958],0.8643601023017903,[0.78125    0.80238095 0.68229167 0.76697892 0.76988636],0.7605575810801221,[0.68701299 0.60995671 0.62121212 0.7010582  0.67272727],0.6583934583934583,[0.81515152 0.83982684 0.75238095 0.88095238 0.80272727],0.8182077922077923
2,log-reg,[0.73684211 0.85526316 0.78947368 0.84       0.81333333],0.8069824561403509,[0.61212121 0.73809524 0.66320346 0.74338624 0.66590909],0.6845430495430496,[0.83050847 0.90909091 0.86666667 0.89655172 0.8852459 ],0.8776127352222245,[0.65811966 0.91666667 0.76363636 0.84243176 0.84048507],0.8042679049672309,[0.61212121 0.73809524 0.66320346 0.74338624 0.66590909],0.6845430495430496,[0.795671   0.82943723 0.78961039 0.87830688 0.79      ],0.8166050986050986
3,gb,[0.82894737 0.82894737 0.77631579 0.82666667 0.78666667],0.8095087719298245,[0.76406926 0.69047619 0.65411255 0.69047619 0.64772727],0.6893722943722944,[0.88495575 0.89430894 0.85714286 0.89256198 0.86666667],0.8791272405164836,[0.79214559 0.90441176 0.73177083 0.90298507 0.75      ],0.8162626533071625,[0.76406926 0.69047619 0.65411255 0.69047619 0.64772727],0.6893722943722944,[0.84502165 0.87099567 0.76017316 0.83156966 0.81818182],0.8251883918550587
4,mlp,[0.73684211 0.75       0.72368421 0.73333333 0.74666667],0.7381052631578948,[0.52380952 0.54761905 0.52943723 0.55291005 0.525     ],0.5357551707551708,[0.84615385 0.85271318 0.83464567 0.83870968 0.85271318],0.8449871098907373,[0.86666667 0.87162162 0.61805556 0.67142857 0.87162162],0.7798788073788073,[0.52380952 0.54761905 0.52943723 0.55291005 0.525     ],0.5357551707551708,[0.61558442 0.62770563 0.62164502 0.51234568 0.53090909],0.5816379669713003
5,svm,[0.77631579 0.78947368 0.71052632 0.81333333 0.77333333],0.7725964912280702,[0.66883117 0.63376623 0.56450216 0.71031746 0.60681818],0.6368470418470419,[0.85470085 0.87096774 0.81666667 0.87931034 0.86178862],0.856686845203354,[0.72465438 0.81987578 0.6041958  0.79590571 0.74684874],0.7382960810330664,[0.66883117 0.63376623 0.56450216 0.71031746 0.60681818],0.6368470418470419,[0.84761905 0.80519481 0.73246753 0.82010582 0.76818182],0.7947138047138047
6,xgb,[0.78947368 0.81578947 0.73684211 0.8        0.82666667],0.7937543859649122,[0.66320346 0.68138528 0.58268398 0.68650794 0.70681818],0.6641197691197691,[0.86666667 0.8852459  0.83606557 0.87179487 0.8907563 ],0.8701058632784765,[0.76363636 0.84742952 0.65837479 0.7797619  0.82315341],0.7744711978527277,[0.66320346 0.68138528 0.58268398 0.68650794 0.70681818],0.6641197691197691,[0.77402597 0.82510823 0.78354978 0.85361552 0.80363636],0.8079871733205067
