,model-name,cv-accuracy-raw,cv-accuracy-mean,cv-balanced-accuracy-raw,cv-balanced-accuracy-mean,cv-f1-raw,cv-f1-mean,cv-precision-raw,cv-precision-mean,cv-recall-raw,cv-recall-mean,cv-auc-raw,cv-auc-mean
0,dt,[0.74556213 0.74260355 0.74556213 0.69822485 0.75667656],0.737725844117079,[0.7311756  0.72726935 0.7311756  0.68697917 0.75084106],0.7254881521986785,[0.79425837 0.79236277 0.79425837 0.75121951 0.79802956],0.7860257167506542,[0.72980769 0.72658655 0.72980769 0.68210145 0.74331037],0.722322750933583,[0.7311756  0.72726935 0.7311756  0.68697917 0.75084106],0.7254881521986785,[0.7311756  0.72726935 0.7311756  0.68697917 0.75084106],0.7254881521986785
1,rf,[0.76331361 0.80769231 0.80177515 0.78106509 0.8041543 ],0.7916000913033554,[0.74241071 0.78880208 0.78098958 0.76127232 0.78154904],0.7710047490886307,[0.81308411 0.84848485 0.84454756 0.8271028  0.84722222],0.8360883100800052,[0.74908257 0.79787806 0.79210659 0.7684633  0.79627881],0.7807618653483163,[0.74241071 0.78880208 0.78098958 0.76127232 0.78154904],0.7710047490886307,[0.83863467 0.88660714 0.8562128  0.87405134 0.86475778],0.8640527455001139
2,log-reg,[0.79881657 0.77810651 0.80177515 0.81656805 0.78931751],0.7969167559215494,[0.77555804 0.76194196 0.7733631  0.79441964 0.7650456 ],0.7740656684324447,[0.84331797 0.82269504 0.84807256 0.85714286 0.83602771],0.8414512281876447,[0.79006109 0.7644507  0.79728527 0.80991541 0.78012405],0.788367305813152,[0.77555804 0.76194196 0.7733631  0.79441964 0.7650456 ],0.7740656684324447,[0.86662946 0.87901786 0.86655506 0.89657738 0.87010317],0.8757765863522442
3,gb,[0.79585799 0.80177515 0.82544379 0.83727811 0.8041543 ],0.8129018664512844,[0.77470238 0.79014137 0.8015625  0.82176339 0.78003514],0.7936409560833904,[0.83990719 0.84009547 0.86498856 0.87119438 0.84792627],0.852822372598762,[0.78557064 0.78926969 0.82170496 0.82939787 0.79728175],0.8046449820230531,[0.77470238 0.79014137 0.8015625  0.82176339 0.78003514],0.7936409560833904,[0.88026414 0.88828125 0.88056176 0.90812872 0.87361693],0.8861705577865118
4,mlp,[0.78402367 0.77810651 0.79881657 0.83136095 0.80712166],0.799885870805752,[0.75450149 0.77566964 0.77708333 0.80479911 0.79605263],0.7816212406015037,[0.83446712 0.81481481 0.84259259 0.8707483  0.8441247 ],0.8413495054296698,[0.77677307 0.76573427 0.78922025 0.83147227 0.79516995],0.7916739608043597,[0.75450149 0.77566964 0.77708333 0.80479911 0.79605263],0.7816212406015037,[0.86264881 0.87473958 0.86625744 0.9030878  0.87103768],0.8755542620756437
5,svm,[0.76331361 0.79585799 0.79585799 0.79881657 0.79821958],0.7904131476831774,[0.73173363 0.78080357 0.7655506  0.77250744 0.77222264],0.7645635751310094,[0.81900452 0.83687943 0.84424379 0.84474886 0.8440367 ],0.8377826611062487,[0.75329375 0.78349296 0.79176374 0.79206539 0.79164998],0.7824531653325346,[0.73173363 0.78080357 0.7655506  0.77250744 0.77222264],0.7645635751310094,[0.859375   0.86971726 0.84430804 0.88333333 0.85911334],0.863169393654591
6,xgb,[0.78106509 0.80473373 0.77218935 0.81656805 0.78635015],0.7921812722771409,[0.76279762 0.79099702 0.75718006 0.80357143 0.76719498],0.7763482214057873,[0.82629108 0.8436019  0.81710214 0.85308057 0.83098592],0.8342123195054724,[0.76806315 0.79282719 0.75797664 0.80548068 0.77450077],0.7797696857894543,[0.76279762 0.79099702 0.75718006 0.80357143 0.76719498],0.7763482214057873,[0.85264137 0.890625   0.86577381 0.8922247  0.86415969],0.8730849139895194
