,model-name,cv-accuracy-raw,cv-accuracy-mean,cv-balanced-accuracy-raw,cv-balanced-accuracy-mean,cv-f1-raw,cv-f1-mean,cv-precision-raw,cv-precision-mean,cv-recall-raw,cv-recall-mean,cv-auc-raw,cv-auc-mean
0,dt,[0.94782609 0.94782609 0.95614035 0.94736842 0.94736842],0.9493058733790999,[0.5 0.5 0.5 0.5 0.5],0.5,[0. 0. 0. 0. 0.],0.0,[0.47391304 0.47391304 0.47807018 0.47368421 0.47368421],0.47465293668954994,[0.5 0.5 0.5 0.5 0.5],0.5,[0.81345566 0.91055046 0.68440367 0.69675926 0.56790123],0.7346140559519764
1,rf,[0.96521739 0.96521739 0.97368421 0.95614035 0.95614035],0.9632799389778794,[0.74541284 0.66666667 0.7        0.66203704 0.58333333],0.6714899762147468,[0.6        0.5        0.57142857 0.44444444 0.28571429],0.48031746031746037,[0.86148649 0.98230088 0.98660714 0.81531532 0.97787611],0.9247171871618773,[0.74541284 0.66666667 0.7        0.66203704 0.58333333],0.6714899762147468,[0.91590214 0.96636086 0.86788991 0.90972222 0.88348765],0.9086725563483974
2,log-reg,[0.94782609 0.94782609 0.95614035 0.94736842 0.94736842],0.9493058733790999,[0.5        0.5        0.59541284 0.5787037  0.5       ],0.5348233095480802,[0.         0.         0.28571429 0.25       0.        ],0.10714285714285716,[0.47391304 0.47391304 0.73214286 0.72767857 0.47368421],0.5762663452108532,[0.5        0.5        0.59541284 0.5787037  0.5       ],0.5348233095480802,[0.94342508 0.86850153 0.9266055  0.88425926 0.89969136],0.9044965454751388
3,gb,[0.94782609 0.94782609 0.95614035 0.94736842 0.94736842],0.9493058733790999,[0.5 0.5 0.5 0.5 0.5],0.5,[0. 0. 0. 0. 0.],0.0,[0.47391304 0.47391304 0.47807018 0.47368421 0.47368421],0.47465293668954994,[0.5 0.5 0.5 0.5 0.5],0.5,[0.27522936 0.77828746 0.35137615 0.5        0.66666667],0.5143119266055046
4,mlp,[0.96521739 0.96521739 0.98245614 0.96491228 0.95614035],0.9667887109077039,[0.82415902 0.66666667 0.8        0.74537037 0.58333333],0.7239058783554196,[0.66666667 0.5        0.75       0.6        0.28571429],0.5604761904761905,[0.82415902 0.98230088 0.99099099 0.86136364 0.97787611],0.9273381279823596,[0.82415902 0.66666667 0.8        0.74537037 0.58333333],0.7239058783554196,[0.90519878 0.98623853 0.96146789 0.79166667 0.8904321 ],0.9070007928417715
5,svm,[0.95652174 0.95652174 0.96491228 0.96491228 0.94736842],0.9580472921434019,[0.58333333 0.58333333 0.79082569 0.66666667 0.5       ],0.6248318042813455,[0.28571429 0.28571429 0.6        0.5        0.        ],0.33428571428571424,[0.97807018 0.97807018 0.79082569 0.98214286 0.47368421],0.8405586213239522,[0.58333333 0.58333333 0.79082569 0.66666667 0.5       ],0.6248318042813455,[0.85626911 0.9266055  0.93577982 0.89814815 0.81790123],0.8869407633933628
6,xgb,[0.96521739 0.97391304 0.96491228 0.96491228 0.94736842],0.9632646834477498,[0.74541284 0.75       0.6        0.74537037 0.5       ],0.6681566428814135,[0.6        0.66666667 0.33333333 0.6        0.        ],0.44000000000000006,[0.86148649 0.98660714 0.98230088 0.86136364 0.47368421],0.8330884722378666,[0.74541284 0.75       0.6        0.74537037 0.5       ],0.6681566428814135,[0.86085627 0.96330275 0.83486239 0.90895062 0.87808642],0.8892116887529731
