,model-name,cv-accuracy-raw,cv-accuracy-mean,cv-balanced-accuracy-raw,cv-balanced-accuracy-mean,cv-f1-raw,cv-f1-mean,cv-precision-raw,cv-precision-mean,cv-recall-raw,cv-recall-mean,cv-auc-raw,cv-auc-mean
0,dt,[0.92741935 0.91935484 0.92741935 0.88617886 0.88617886],0.9093102543928666,[0.7        0.69541284 0.72874618 0.5        0.5       ],0.6248318042813455,[0.57142857 0.54545455 0.60869565 0.         0.        ],0.345115753811406,[0.96186441 0.89010989 0.90301724 0.44308943 0.44308943],0.7282340800114959,[0.7        0.69541284 0.72874618 0.5        0.5       ],0.6248318042813455,[0.77155963 0.79785933 0.74892966 0.82568807 0.75688073],0.7801834862385322
1,rf,[0.94354839 0.96774194 0.92741935 0.92682927 0.94308943],0.9417256753212694,[0.76666667 0.86666667 0.72874618 0.74082569 0.75      ],0.7705810397553516,[0.69565217 0.84615385 0.60869565 0.60869565 0.66666667],0.6851727982162765,[0.96982759 0.98230088 0.90301724 0.85818713 0.96982759],0.9366320866503559,[0.76666667 0.86666667 0.72874618 0.74082569 0.75      ],0.7705810397553516,[0.83272171 0.86513761 0.80917431 0.88761468 0.84698558],0.8483267802533856
2,log-reg,[0.90322581 0.91129032 0.87903226 0.93495935 0.89430894],0.9045633359559402,[0.62874618 0.66207951 0.58623853 0.74541284 0.56684142],0.6378636959370905,[0.4        0.47619048 0.28571429 0.63636364 0.23529412],0.4067125031830915,[0.85378151 0.87429379 0.69915254 0.90706522 0.78333333],0.8235252782026592,[0.62874618 0.66207951 0.58623853 0.74541284 0.56684142],0.6378636959370905,[0.77889908 0.81498471 0.75749235 0.80537353 0.82175623],0.7957011795543905
3,gb,[0.94354839 0.93548387 0.91129032 0.93495935 0.93495935],0.9320482559664306,[0.76666667 0.73333333 0.66207951 0.74541284 0.71428571],0.7243556138051551,[0.69565217 0.63636364 0.47619048 0.63636364 0.6       ],0.6089139845661584,[0.96982759 0.96581197 0.87429379 0.90706522 0.96581197],0.9365621041065733,[0.76666667 0.73333333 0.66207951 0.74541284 0.71428571],0.7243556138051551,[0.85688073 0.86880734 0.72629969 0.85845347 0.85124509],0.8323372651813019
4,mlp,[0.91129032 0.9516129  0.89516129 0.91869919 0.93495935],0.9223446105428795,[0.66207951 0.8        0.6529052  0.7051114  0.71428571],0.7068763652249891,[0.47619048 0.75       0.43478261 0.54545455 0.6       ],0.5612855260681348,[0.87429379 0.97391304 0.76939655 0.84021739 0.96581197],0.8847265475258894,[0.66207951 0.8        0.6529052  0.7051114  0.71428571],0.7068763652249891,[0.73425076 0.86146789 0.75840979 0.73722149 0.86598952],0.791467889908257
5,svm,[0.91935484 0.90322581 0.90322581 0.92682927 0.88617886],0.9077629163388409,[0.69541284 0.6        0.65749235 0.67857143 0.53112713],0.632520751419834,[0.54545455 0.33333333 0.45454545 0.52631579 0.125     ],0.3969298245614035,[0.89010989 0.95041322 0.81440781 0.96186441 0.69628099],0.8626152652346797,[0.69541284 0.6        0.65749235 0.67857143 0.53112713],0.632520751419834,[0.69571865 0.78685015 0.79235474 0.86566186 0.7991481 ],0.7879467016164263
6,xgb,[0.93548387 0.93548387 0.91129032 0.93495935 0.94308943],0.9320613690007867,[0.73333333 0.73333333 0.71957187 0.74541284 0.75      ],0.7363302752293579,[0.63636364 0.63636364 0.56       0.63636364 0.66666667],0.6271515151515151,[0.96581197 0.96581197 0.81491228 0.90706522 0.96982759],0.9246858031847773,[0.73333333 0.73333333 0.71957187 0.74541284 0.75      ],0.7363302752293579,[0.85474006 0.86850153 0.79663609 0.92300131 0.913827  ],0.8713411970292704
