,model-name,cv-accuracy-raw,cv-accuracy-mean,cv-balanced-accuracy-raw,cv-balanced-accuracy-mean,cv-f1-raw,cv-f1-mean,cv-precision-raw,cv-precision-mean,cv-recall-raw,cv-recall-mean,cv-auc-raw,cv-auc-mean
0,dt,[0.74556213 0.76627219 0.73668639 0.78994083 0.7537092 ],0.758434147454919,[0.69609375 0.71733631 0.6828497  0.74401042 0.69848983],0.7077560022214626,[0.81465517 0.83010753 0.81023454 0.84665227 0.82377919],0.8250857403795717,[0.74704724 0.77602173 0.74021309 0.80499884 0.77022901],0.7677019823033777,[0.69609375 0.71733631 0.6828497  0.74401042 0.69848983],0.7077560022214626,[0.75920759 0.7984561  0.75680804 0.78675595 0.7806706 ],0.7763796565276827
1,rf,[0.76627219 0.81360947 0.78402367 0.80473373 0.79821958],0.7933717275648342,[0.73869048 0.79661458 0.76060268 0.77879464 0.77222264],0.7693850037024379,[0.81922197 0.85245902 0.83140878 0.84931507 0.8440367 ],0.8392883052158421,[0.75463349 0.80365236 0.77315266 0.79880383 0.79164998],0.7843784633098316,[0.73869048 0.79661458 0.76060268 0.77879464 0.77222264],0.7693850037024379,[0.85801711 0.89095982 0.86155134 0.88891369 0.87907446],0.8757032852016404
2,log-reg,[0.78994083 0.78402367 0.79585799 0.82544379 0.79525223],0.7981036995417273,[0.7562128  0.76975446 0.77165179 0.8000372  0.76528858],0.7725889653110048,[0.84116331 0.82660333 0.84137931 0.86560364 0.84353741],0.8436574012670768,[0.78771358 0.77058999 0.78719764 0.82310404 0.79133826],0.791988702953476,[0.7562128  0.76975446 0.77165179 0.8000372  0.76528858],0.7725889653110048,[0.86763393 0.87823661 0.86620164 0.89492188 0.87114982],0.8756287736386421
3,gb,[0.79585799 0.80473373 0.81360947 0.81656805 0.82492582],0.811139009358594,[0.77317708 0.78947173 0.79356399 0.80052083 0.79829545],0.7910058170995671,[0.84064665 0.84433962 0.85382831 0.85446009 0.86560364],0.8517756637439714,[0.78633262 0.7932243  0.80517848 0.8065422  0.82425843],0.803107205725234,[0.77317708 0.78947173 0.79356399 0.80052083 0.79829545],0.7910058170995671,[0.87991071 0.88731399 0.88448661 0.89659598 0.88406474],0.8864744068979264
4,mlp,[0.78994083 0.78698225 0.79289941 0.82544379 0.80712166],0.8004775867820836,[0.76383929 0.76908482 0.75401786 0.8030878  0.78394139],0.7747942298929141,[0.8375286  0.83098592 0.84581498 0.86436782 0.84988453],0.845716368047273,[0.78146208 0.77447632 0.79769794 0.82043265 0.80009482],0.7948327606447385,[0.76383929 0.76908482 0.75401786 0.8030878  0.78394139],0.7747942298929141,[0.86218378 0.87581845 0.85790551 0.89425223 0.87103768],0.8722395299327866
5,svm,[0.77218935 0.78994083 0.77514793 0.80473373 0.80118694],0.788639755587941,[0.74192708 0.77146577 0.73973214 0.78031994 0.77612889],0.7619147656071998,[0.82539683 0.83372365 0.83035714 0.84862385 0.84597701],0.836815697271003,[0.76309827 0.77790684 0.7707563  0.79768489 0.79446703],0.7807826689600995,[0.74192708 0.77146577 0.73973214 0.78031994 0.77612889],0.7619147656071998,[0.85723586 0.87120536 0.8436942  0.87408854 0.8574686 ],0.8607385117623604
6,xgb,[0.79585799 0.80177515 0.78994083 0.80769231 0.80118694],0.7992906431619055,[0.76707589 0.7718378  0.7577381  0.77049851 0.76704545],0.7668391504329004,[0.84353741 0.84875847 0.84044944 0.85651214 0.85011186],0.8478738632566281,[0.79044787 0.79867157 0.78622185 0.81496643 0.80320007],0.7987015585662756,[0.76707589 0.7718378  0.7577381  0.77049851 0.76704545],0.7668391504329004,[0.85807292 0.89120164 0.86819196 0.90221354 0.87169184],0.8782743791296422
